Index,Filename,AVG CPU Cycles / ms,AVG MEM Changes / ms,AVG Wattage,Length of observation period,AVG Raleway Load Time,AVG Montserrat Load Time,AVG SourceSans Load Time
178,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.32 profile(2).json,24448442,33381.23184453523,0.001455663333,73.71,25.379,33.546,40.623
179,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.32 profile.json,26088380,34613.55284862786,0.001685379166,85.885,25.651,48.662,47.676
180,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.33 profile(1).json,26908056,25913.834034558226,0.0016471525,83.046,19.946,44.765,53.955
181,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.33 profile(2).json,26606011,49955.98007801949,0.001664723889,85.253,28.025,41.085,49.417
182,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.33 profile.json,25378943,46950.70759157631,0.0015111225,78.647,25.946,39.883,44.713
183,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.34 profile(1).json,24603010,32660.360312724064,0.001574443889,81.601,23.618,37.204,47.407
184,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.34 profile(2).json,25906435,49145.36558103621,0.0014321275,72.535,29.902,33.74,43.762
185,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.34 profile(3).json,26590192,43266.02736778949,0.001660979166,85.101,25.002,44.154,49.658
186,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.34 profile.json,26386136,39691.28159159542,0.001452782778,73.869,26.918,38.522,44.236
187,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.35 profile(1).json,25190095,28264.538457812527,0.001620888611,83.829,25.265,47.13,51.343
188,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.35 profile(2).json,25665113,43233.796911459125,0.001397221944,70.94,23.507,41.565,41.166
189,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.35 profile.json,26530949,34197.61560072108,0.001502345278,76.822,20.124,39.553,48.923
190,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.36 profile(1).json,25145698,40847.672531383585,0.001517595278,78.321,26.754,41.88,47.05
191,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.36 profile(2).json,24239427,36218.08481950084,0.001470218611,75.226,29.719,40.157,45.581
192,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.36 profile.json,26333198,41350.049220716646,0.001587203056,82.207,28.116,41.207,47.462
193,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.37 profile(1).json,26080164,37678.69975154627,0.001608603889,81.857,24.377,45.505,44.493
