Index,Filename,AVG CPU Cycles / ms,AVG MEM Changes / ms,AVG Wattage,Length of observation period,AVG Raleway Load Time,AVG Montserrat Load Time,AVG SourceSans Load Time
427,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.48 profile(1).json,21408345,32707.80582677407,0.001631800834,84.738,34.228,51.457,54.938
428,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.48 profile(2).json,25153274,40820.73020926524,0.001603706944,82.865,33.612,48.497,56.939
429,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.48 profile.json,24426114,31139.95599185898,0.001729638056,88.733,28.282,47.96,57.57
430,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.49 profile(1).json,24515570,40344.920853849944,0.001711863333,88.701,28.794,45.894,55.987
431,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.49 profile(2).json,23118065,26067.810065792804,0.0013524377779999999,69.719,27.535,48.273,49.043
432,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.49 profile.json,20905725,24918.94117979692,0.001604435556,83.146,54.843,48.07,51.279
433,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.50 profile(1).json,24878723,27395.332446939534,0.0015661919449999999,80.117,30.87,52.932,46.7
434,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.50 profile(2).json,23503404,28903.73051811677,0.001594235,81.697,28.852,42.831,47.722
435,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.50 profile(3).json,23925857,29251.420509468207,0.001552890556,79.77,33.584,42.387,50.669
436,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.50 profile.json,23961081,28296.85603077022,0.001644187222,86.346,30.819,52.686,54.239
437,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.51 profile(1).json,24696074,38043.47081565574,0.0017255375,88.204,30.322,48.303,58.201
438,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.51 profile(2).json,23231676,23300.004763713438,0.001596946111,84.842,29.921,47.105,56.618
439,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.51 profile.json,24446187,40570.84554814844,0.001505954444,77.595,24.808,43.791,50.968
440,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.52 profile(1).json,22564072,23158.104970427867,0.001690428611,89.192,57.094,49.178,51.793
